Data,A_vista_Reais,A_vista_USD
04/11/2010,25.33,15.12
05/11/2010,25.31,15.07
08/11/2010,25.41,14.98
09/11/2010,25.5,15.01
10/11/2010,25.48,14.91
11/11/2010,25.53,14.87
12/11/2010,25.6,14.86
16/11/2010,25.76,14.81
17/11/2010,25.79,14.94
18/11/2010,25.65,14.97
19/11/2010,25.68,14.95
22/11/2010,25.7,14.87
23/11/2010,25.74,14.84
24/11/2010,25.94,15.06
25/11/2010,25.86,15.02
26/11/2010,25.89,14.97
29/11/2010,25.85,15
30/11/2010,25.7,14.98
01/12/2010,25.7,15.05
02/12/2010,25.73,15.12
03/12/2010,25.75,15.28
06/12/2010,25.74,15.33
07/12/2010,25.49,15.17
08/12/2010,25.36,14.98
09/12/2010,25.19,14.74
10/12/2010,25.1,14.65
13/12/2010,25.09,14.79
14/12/2010,24.58,14.52
15/12/2010,24.63,14.5
16/12/2010,24.59,14.45
17/12/2010,24.48,14.27
20/12/2010,24.44,14.32
21/12/2010,24.25,14.29
22/12/2010,24.15,14.24
23/12/2010,24.19,14.28
27/12/2010,24.06,14.25
28/12/2010,23.82,14.09
29/12/2010,23.82,14.19
30/12/2010,23.82,14.32
03/01/2011,23.72,14.38
04/01/2011,23.36,14.04
05/01/2011,23.45,14.01
06/01/2011,23.28,13.8
07/01/2011,23.24,13.8
10/01/2011,23.31,13.8
11/01/2011,22.94,13.6
12/01/2011,22.91,13.67
13/01/2011,22.78,13.65
14/01/2011,22.67,13.45
17/01/2011,22.65,13.46
18/01/2011,22.23,13.26
19/01/2011,22.22,13.29
20/01/2011,22.29,13.32
21/01/2011,22.24,13.3
24/01/2011,22.19,13.27
25/01/2011,21.91,13.11
26/01/2011,22,13.17
27/01/2011,21.9,13.04
28/01/2011,21.95,13.03
31/01/2011,22,13.14
01/02/2011,21.98,13.21
02/02/2011,21.84,13.09
03/02/2011,21.83,13.07
04/02/2011,21.84,13.03
07/02/2011,21.92,13.05
08/02/2011,22.15,13.29
09/02/2011,22.12,13.32
10/02/2011,22.06,13.2
11/02/2011,22.31,13.38
14/02/2011,22.3,13.36
15/02/2011,22.44,13.44
16/02/2011,22.51,13.46
17/02/2011,22.45,13.5
18/02/2011,22.53,13.54
21/02/2011,22.55,13.52
22/02/2011,22.45,13.42
23/02/2011,22.53,13.45
24/02/2011,22.53,13.54
25/02/2011,22.55,13.55
28/02/2011,22.54,13.55
01/03/2011,22.43,13.48
02/03/2011,22.38,13.48
03/03/2011,22.17,13.42
04/03/2011,22.06,13.41
09/03/2011,21.85,13.19
10/03/2011,21.88,13.17
11/03/2011,21.87,13.13
14/03/2011,21.87,13.16
15/03/2011,21.53,12.92
16/03/2011,21.56,12.88
17/03/2011,21.37,12.67
18/03/2011,21.25,12.73
21/03/2011,21.22,12.73
22/03/2011,20.89,12.56
23/03/2011,20.73,12.48
24/03/2011,20.69,12.48
25/03/2011,20.71,12.48
28/03/2011,20.7,12.46
29/03/2011,19.94,12.05
30/03/2011,19.99,12.27
31/03/2011,19.91,12.2
01/04/2011,19.93,12.36
04/04/2011,19.89,12.36
05/04/2011,19.52,12.13
06/04/2011,19.47,12.06
07/04/2011,19.53,12.33
08/04/2011,19.46,12.37
11/04/2011,19.37,12.25
12/04/2011,19.35,12.14
13/04/2011,19.25,12.1
14/04/2011,19.17,12.14
15/04/2011,19.26,12.2
18/04/2011,19.22,12.09
19/04/2011,19.05,12.09
20/04/2011,19.11,12.16
25/04/2011,19.11,12.15
26/04/2011,19.04,12.17
27/04/2011,19.19,12.22
28/04/2011,19.22,12.14
29/04/2011,19.22,12.22
02/05/2011,19.24,12.2
03/05/2011,19.15,12.05
04/05/2011,19.14,11.93
05/05/2011,19.14,11.78
06/05/2011,19.11,11.82
09/05/2011,19.09,11.79
10/05/2011,19.1,11.9
11/05/2011,19.05,11.76
12/05/2011,19.12,11.78
13/05/2011,18.92,11.59
16/05/2011,18.92,11.59
17/05/2011,18.98,11.7
18/05/2011,19.09,11.84
19/05/2011,19.06,11.79
20/05/2011,19.05,11.79
23/05/2011,19.01,11.65
24/05/2011,18.85,11.61
25/05/2011,18.97,11.65
26/05/2011,19.11,11.82
27/05/2011,19.22,12.01
30/05/2011,19.24,12.08
31/05/2011,19.23,12.17
01/06/2011,19.15,12
02/06/2011,19.13,12.12
03/06/2011,19.19,12.18
06/06/2011,19.23,12.15
07/06/2011,19.08,12.09
08/06/2011,19.4,12.25
09/06/2011,19.44,12.23
10/06/2011,19.44,12.17
13/06/2011,19.42,12.23
14/06/2011,19.36,12.24
15/06/2011,19.42,12.14
16/06/2011,19.48,12.1
17/06/2011,19.46,12.19
20/06/2011,19.48,12.21
21/06/2011,19.51,12.28
22/06/2011,19.67,12.38
24/06/2011,19.8,12.34
27/06/2011,19.81,12.41
28/06/2011,20.14,12.76
29/06/2011,20.16,12.82
30/06/2011,20.3,13
01/07/2011,20.44,13.13
04/07/2011,20.45,13.17
05/07/2011,20.63,13.18
06/07/2011,20.83,13.28
07/07/2011,20.98,13.48
08/07/2011,21.24,13.58
11/07/2011,21.43,13.55
12/07/2011,21.65,13.69
13/07/2011,21.8,13.84
14/07/2011,21.87,13.86
15/07/2011,21.85,13.88
18/07/2011,21.94,13.89
19/07/2011,22.33,14.25
20/07/2011,22.29,14.29
21/07/2011,22.33,14.36
22/07/2011,22.42,14.42
25/07/2011,22.47,14.56
26/07/2011,22.52,14.66
27/07/2011,22.65,14.53
28/07/2011,22.73,14.49
29/07/2011,22.89,14.74
01/08/2011,22.84,14.62
02/08/2011,23.17,14.78
03/08/2011,23.19,14.85
04/08/2011,23.28,14.72
05/08/2011,23.33,14.71
08/08/2011,23.35,14.48
09/08/2011,23.76,14.77
10/08/2011,23.69,14.65
11/08/2011,23.71,14.66
12/08/2011,23.77,14.74
15/08/2011,23.84,15
16/08/2011,23.72,14.92
17/08/2011,23.75,15
18/08/2011,23.8,14.85
19/08/2011,23.8,14.88
22/08/2011,23.78,14.83
23/08/2011,23.76,14.85
24/08/2011,23.75,14.75
25/08/2011,23.69,14.71
26/08/2011,23.76,14.8
29/08/2011,23.7,14.89
30/08/2011,23.5,14.8
31/08/2011,23.39,14.68
01/09/2011,23.27,14.45
02/09/2011,23.28,14.23
05/09/2011,23.26,14.1
06/09/2011,23.13,13.91
08/09/2011,23.15,13.97
09/09/2011,23.12,13.75
12/09/2011,23.11,13.48
13/09/2011,22.92,13.38
14/09/2011,22.97,13.35
15/09/2011,23.07,13.51
16/09/2011,23.05,13.33
19/09/2011,23.03,12.98
20/09/2011,23.03,12.98
21/09/2011,23.12,12.54
22/09/2011,23.22,12.17
23/09/2011,23.26,12.63
26/09/2011,23.3,12.71
27/09/2011,23.41,12.94
28/09/2011,23.33,12.77
29/09/2011,23.69,12.79
30/09/2011,23.78,12.65
03/10/2011,23.77,12.58
04/10/2011,23.94,12.67
05/10/2011,24.04,13.09
06/10/2011,24,13.43
07/10/2011,24,13.59
10/10/2011,24.01,13.57
11/10/2011,24.17,13.75
13/10/2011,24.19,13.82
14/10/2011,24.32,14.04
17/10/2011,24.28,13.76
18/10/2011,24.49,13.91
19/10/2011,24.48,13.8
20/10/2011,24.58,13.71
21/10/2011,24.6,13.82
24/10/2011,24.62,14.04
25/10/2011,24.69,14
26/10/2011,24.61,13.98
27/10/2011,24.78,14.54
28/10/2011,24.83,14.78
31/10/2011,24.83,14.66
01/11/2011,24.97,14.43
03/11/2011,25.08,14.41
04/11/2011,25.18,14.48
07/11/2011,25.21,14.4
08/11/2011,25.31,14.53
09/11/2011,25.47,14.43
10/11/2011,25.55,14.51
11/11/2011,25.55,14.65
14/11/2011,25.58,14.49
16/11/2011,25.63,14.46
17/11/2011,25.79,14.49
18/11/2011,25.87,14.51
21/11/2011,25.8,14.28
22/11/2011,25.86,14.32
23/11/2011,25.83,13.86
24/11/2011,25.84,13.69
25/11/2011,25.82,13.7
28/11/2011,25.77,13.89
29/11/2011,25.66,13.9
30/11/2011,25.7,14.21
01/12/2011,25.81,14.32
02/12/2011,25.75,14.37
05/12/2011,25.75,14.4
06/12/2011,25.59,14.26
07/12/2011,25.6,14.3
08/12/2011,25.51,14.05
09/12/2011,25.56,14.15
12/12/2011,25.55,13.86
13/12/2011,25.61,13.81
14/12/2011,25.6,13.66
15/12/2011,25.64,13.78
16/12/2011,25.62,13.81
19/12/2011,25.5,13.65
20/12/2011,25.47,13.82
21/12/2011,25.49,13.73
22/12/2011,25.55,13.79
23/12/2011,25.57,13.79
26/12/2011,25.58,13.76
27/12/2011,25.51,13.71
28/12/2011,25.57,13.64
29/12/2011,25.73,13.77
02/01/2012,25.75,13.77
03/01/2012,25.75,14.07
04/01/2012,25.77,14.09
05/01/2012,25.68,13.97
06/01/2012,25.68,13.85
09/01/2012,25.7,13.98
10/01/2012,25.81,14.31
11/01/2012,25.87,14.36
12/01/2012,25.96,14.54
13/01/2012,25.97,14.48
16/01/2012,26.08,14.61
17/01/2012,26.38,14.84
18/01/2012,26.38,14.95
19/01/2012,26.51,15
20/01/2012,26.64,15.15
23/01/2012,26.62,15.22
24/01/2012,26.94,15.35
25/01/2012,27.02,15.35
26/01/2012,27.05,15.53
27/01/2012,27.13,15.57
30/01/2012,27.12,15.51
31/01/2012,27.06,15.51
01/02/2012,27.23,15.71
02/02/2012,27.27,15.84
03/02/2012,27.21,15.85
06/02/2012,27.16,15.73
07/02/2012,27.14,15.74
08/02/2012,27.25,15.84
09/02/2012,27.25,15.86
10/02/2012,27.3,15.82
13/02/2012,27.32,15.92
14/02/2012,27.24,15.84
15/02/2012,27.31,15.84
16/02/2012,27.33,15.88
17/02/2012,27.33,15.95
22/02/2012,27.36,16.04
23/02/2012,27.28,15.95
24/02/2012,27.21,15.95
27/02/2012,27.07,15.85
28/02/2012,26.54,15.59
29/02/2012,26.49,15.44
01/03/2012,26.63,15.55
02/03/2012,26.58,15.34
05/03/2012,26.53,15.28
06/03/2012,25.85,14.69
07/03/2012,26.02,14.72
08/03/2012,25.89,14.63
09/03/2012,25.84,14.48
12/03/2012,25.78,14.28
13/03/2012,25.52,14.18
14/03/2012,25.56,14.13
15/03/2012,25.59,14.18
16/03/2012,25.58,14.2
19/03/2012,25.58,14.18
20/03/2012,25.65,14.09
21/03/2012,25.67,14.11
22/03/2012,25.77,14.13
23/03/2012,25.87,14.29
26/03/2012,25.84,14.24
27/03/2012,25.97,14.33
28/03/2012,25.98,14.21
29/03/2012,26.05,14.27
30/03/2012,26.17,14.32
02/04/2012,26.2,14.29
03/04/2012,26.39,14.4
04/04/2012,26.47,14.49
05/04/2012,26.47,14.5
09/04/2012,26.47,14.54
10/04/2012,26.66,14.56
11/04/2012,26.64,14.52
12/04/2012,26.77,14.65
13/04/2012,26.73,14.54
16/04/2012,26.81,14.56
17/04/2012,27.2,14.67
18/04/2012,27.22,14.5
19/04/2012,27.23,14.44
20/04/2012,27.35,14.6
23/04/2012,27.35,14.54
24/04/2012,27.64,14.68
25/04/2012,27.65,14.68
26/04/2012,27.7,14.7
27/04/2012,27.68,14.68
30/04/2012,27.71,14.54
02/05/2012,27.8,14.47
03/05/2012,27.83,14.53
04/05/2012,27.89,14.53
07/05/2012,27.9,14.52
08/05/2012,28.02,14.46
09/05/2012,27.93,14.24
10/05/2012,28.07,14.42
11/05/2012,28.08,14.39
14/05/2012,28.1,14.14
15/05/2012,28.02,14.01
16/05/2012,28.1,14.05
17/05/2012,28.2,14.11
18/05/2012,28.19,13.95
21/05/2012,28.19,13.81
22/05/2012,28.28,13.59
23/05/2012,28.26,13.83
24/05/2012,28.38,13.94
25/05/2012,28.36,14.19
28/05/2012,28.38,14.32
29/05/2012,28.35,14.27
30/05/2012,28.41,14.09
31/05/2012,28.53,14.15
01/06/2012,28.55,13.95
04/06/2012,28.46,13.87
05/06/2012,28.57,14.14
06/06/2012,28.55,14.07
08/06/2012,28.58,14.11
11/06/2012,28.52,13.91
12/06/2012,28.5,13.82
13/06/2012,28.56,13.79
14/06/2012,28.64,13.92
15/06/2012,28.73,14.08
18/06/2012,28.65,13.92
19/06/2012,28.89,14.23
20/06/2012,28.87,14.18
21/06/2012,28.84,14.05
22/06/2012,28.89,13.99
25/06/2012,28.87,13.97
26/06/2012,28.83,13.9
27/06/2012,28.72,13.79
28/06/2012,28.83,13.84
29/06/2012,28.85,14.35
02/07/2012,28.87,14.51
03/07/2012,28.94,14.36
04/07/2012,28.94,14.25
05/07/2012,29.05,14.33
06/07/2012,29.02,14.29
09/07/2012,29.03,14.29
10/07/2012,29.1,14.27
11/07/2012,29.16,14.32
12/07/2012,29.19,14.33
13/07/2012,29.26,14.37
16/07/2012,29.27,14.37
17/07/2012,29.16,14.38
18/07/2012,29.25,14.45
19/07/2012,29.42,14.59
20/07/2012,29.4,14.52
23/07/2012,29.43,14.43
24/07/2012,29.93,14.63
25/07/2012,29.98,14.72
26/07/2012,30.18,14.92
27/07/2012,30.27,14.95
30/07/2012,30.25,14.83
31/07/2012,30.65,14.97
01/08/2012,30.65,15
02/08/2012,30.76,15
03/08/2012,30.73,15.15
06/08/2012,30.81,15.19
07/08/2012,31.34,15.45
08/08/2012,31.28,15.47
09/08/2012,31.65,15.69
10/08/2012,31.88,15.82
13/08/2012,31.92,15.79
14/08/2012,32.79,16.17
15/08/2012,32.92,16.28
16/08/2012,33.02,16.35
17/08/2012,33.21,16.48
20/08/2012,33.19,16.45
21/08/2012,34.2,16.95
22/08/2012,34.37,17.02
23/08/2012,34.52,17.05
24/08/2012,34.94,17.26
27/08/2012,34.93,17.19
28/08/2012,35.01,17.14
29/08/2012,35.11,17.14
30/08/2012,35.45,17.32
31/08/2012,35.5,17.49
03/09/2012,35.49,17.47
04/09/2012,36.15,17.71
05/09/2012,36.29,17.8
06/09/2012,36.54,18
10/09/2012,36.68,18.12
11/09/2012,37.41,18.53
12/09/2012,37.56,18.52
13/09/2012,37.98,18.79
14/09/2012,38.09,18.92
17/09/2012,38.13,18.79
18/09/2012,38.55,19.07
19/09/2012,38.65,19.1
20/09/2012,38.65,19.1
21/09/2012,38.82,19.18
24/09/2012,38.82,19.16
25/09/2012,38.98,19.21
26/09/2012,39.25,19.29
27/09/2012,39.34,19.37
28/09/2012,39.36,19.4
01/10/2012,39.37,19.42
02/10/2012,39.39,19.43
03/10/2012,39.32,19.45
04/10/2012,39.27,19.45
05/10/2012,39.3,19.36
08/10/2012,39.36,19.4
09/10/2012,39.2,19.25
10/10/2012,39.12,19.18
11/10/2012,39.03,19.14
15/10/2012,38.92,19.14
16/10/2012,38.62,18.97
17/10/2012,38.66,19.04
18/10/2012,38.73,19.1
19/10/2012,38.77,19.12
22/10/2012,38.79,19.17
23/10/2012,38.61,19.05
24/10/2012,38.59,19.04
25/10/2012,38.72,19.11
26/10/2012,38.73,19.11
29/10/2012,38.75,19.06
30/10/2012,38.83,19.12
31/10/2012,38.81,19.12
01/11/2012,38.88,19.13
05/11/2012,38.91,19.12
06/11/2012,38.67,19.01
07/11/2012,38.69,19.01
08/11/2012,38.61,18.91
09/11/2012,38.61,18.85
12/11/2012,38.63,18.83
13/11/2012,38.7,18.66
14/11/2012,38.68,18.71
16/11/2012,38.49,18.51
19/11/2012,38.49,18.51
20/11/2012,38.32,18.38
21/11/2012,38.28,18.28
22/11/2012,38.26,18.25
23/11/2012,38.1,18.29
26/11/2012,38.12,18.31
27/11/2012,37.38,17.96
28/11/2012,37.35,17.89
29/11/2012,37.57,17.91
30/11/2012,37.56,17.66
03/12/2012,37.59,17.74
04/12/2012,37.29,17.61
05/12/2012,37.21,17.73
06/12/2012,37.04,17.82
07/12/2012,37.08,17.77
10/12/2012,37.09,17.85
11/12/2012,36.28,17.44
12/12/2012,36.18,17.44
13/12/2012,36.44,17.5
14/12/2012,36.51,17.48
17/12/2012,36.46,17.4
18/12/2012,35.77,17.12
19/12/2012,35.74,17.26
20/12/2012,35.7,17.31
21/12/2012,35.72,17.23
26/12/2012,35.73,17.39
27/12/2012,35.24,17.24
28/12/2012,35.26,17.24
02/01/2013,35.26,17.24
03/01/2013,35.02,17.2
04/01/2013,35.03,17.19
07/01/2013,34.91,17.19
08/01/2013,34.43,16.88
09/01/2013,34.46,16.91
10/01/2013,34.39,16.94
11/01/2013,34.38,16.89
14/01/2013,34.37,16.92
15/01/2013,34.14,16.77
16/01/2013,34.3,16.78
17/01/2013,34.39,16.83
18/01/2013,34.37,16.81
21/01/2013,34.25,16.77
22/01/2013,34.48,16.87
23/01/2013,34.53,16.94
24/01/2013,34.48,16.97
25/01/2013,34.46,16.97
28/01/2013,34.44,17.2
29/01/2013,34.27,17.26
30/01/2013,34.34,17.26
31/01/2013,34.37,17.3
01/02/2013,34.34,17.28
04/02/2013,34.31,17.22
05/02/2013,34.49,17.37
06/02/2013,34.36,17.27
07/02/2013,34.47,17.48
08/02/2013,34.47,17.48
13/02/2013,34.34,17.47
14/02/2013,33.99,17.35
15/02/2013,33.84,17.2
18/02/2013,33.83,17.23
19/02/2013,33.43,17.1
20/02/2013,33.5,17.06
21/02/2013,33.64,17.03
22/02/2013,33.56,17.02
25/02/2013,33.56,16.98
26/02/2013,32.57,16.42
27/02/2013,32.83,16.64
28/02/2013,32.74,16.57
01/03/2013,32.65,16.47
04/03/2013,32.47,16.42
05/03/2013,32.17,16.36
06/03/2013,32.21,16.36
07/03/2013,32.2,16.42
08/03/2013,32.24,16.54
11/03/2013,32.14,16.41
12/03/2013,31.65,16.13
13/03/2013,31.77,16.11
14/03/2013,31.73,16.05
15/03/2013,31.79,16.03
18/03/2013,31.84,16.01
19/03/2013,31.58,15.89
20/03/2013,31.41,15.77
21/03/2013,31.44,15.67
22/03/2013,31.47,15.62
25/03/2013,31.46,15.63
26/03/2013,30.61,15.18
27/03/2013,30.65,15.26
28/03/2013,30.8,15.23
01/04/2013,30.79,15.24
02/04/2013,30.75,15.21
03/04/2013,30.73,15.18
04/04/2013,30.69,15.23
05/04/2013,30.8,15.49
08/04/2013,30.85,15.5
09/04/2013,30.9,15.57
10/04/2013,30.96,15.65
11/04/2013,31.1,15.73
12/04/2013,31.11,15.79
15/04/2013,31.12,15.6
16/04/2013,31.04,15.57
17/04/2013,31.22,15.61
18/04/2013,31.41,15.56
19/04/2013,31.49,15.67
22/04/2013,31.53,15.61
23/04/2013,31.76,15.7
24/04/2013,31.82,15.77
25/04/2013,31.96,15.91
26/04/2013,32.02,16.02
29/04/2013,32.08,15.99
30/04/2013,32.42,16.2
02/05/2013,32.53,16.18
03/05/2013,32.62,16.21
06/05/2013,32.64,16.2
07/05/2013,33.04,16.47
08/05/2013,33.16,16.54
09/05/2013,33.19,16.49
10/05/2013,33.35,16.45
13/05/2013,33.36,16.6
14/05/2013,33.51,16.62
15/05/2013,33.54,16.56
16/05/2013,33.73,16.62
17/05/2013,33.78,16.57
20/05/2013,33.74,16.55
21/05/2013,33.48,16.43
22/05/2013,33.65,16.41
23/05/2013,33.67,16.46
24/05/2013,33.76,16.47
27/05/2013,33.76,16.42
28/05/2013,33.47,16.14
29/05/2013,33.57,15.91
31/05/2013,33.53,15.62
03/06/2013,33.47,15.73
04/06/2013,33.47,15.66
05/06/2013,33.53,15.73
06/06/2013,33.75,15.91
07/06/2013,33.68,15.77
10/06/2013,33.78,15.73
11/06/2013,33.91,15.87
12/06/2013,33.86,15.74
13/06/2013,33.93,15.84
14/06/2013,33.9,15.81
17/06/2013,33.91,15.61
18/06/2013,33.8,15.53
19/06/2013,33.88,15.37
20/06/2013,33.93,15.02
21/06/2013,33.97,15.14
24/06/2013,33.99,15.26
25/06/2013,33.93,15.35
26/06/2013,33.99,15.52
27/06/2013,34.03,15.5
28/06/2013,34.06,15.27
01/07/2013,34.06,15.28
02/07/2013,34.1,15.16
03/07/2013,34.07,15.01
04/07/2013,34.14,15.11
05/07/2013,34.19,15.12
08/07/2013,34.19,15.14
09/07/2013,34.31,15.15
10/07/2013,34.31,15.12
11/07/2013,34.37,15.22
12/07/2013,34.47,15.2
15/07/2013,34.45,15.46
16/07/2013,34.54,15.31
17/07/2013,34.63,15.52
18/07/2013,34.64,15.55
19/07/2013,34.7,15.5
22/07/2013,34.77,15.55
23/07/2013,34.58,15.55
24/07/2013,34.65,15.4
25/07/2013,34.67,15.45
26/07/2013,34.67,15.38
29/07/2013,34.71,15.3
30/07/2013,34.55,15.15
31/07/2013,34.72,15.24
01/08/2013,34.81,15.12
02/08/2013,34.85,15.29
05/08/2013,34.85,15.15
06/08/2013,34.59,15.05
07/08/2013,34.53,14.95
08/08/2013,34.55,15.13
09/08/2013,34.44,15.16
12/08/2013,34.36,15.03
13/08/2013,34.51,14.94
14/08/2013,34.51,14.86
15/08/2013,34.56,14.75
16/08/2013,34.57,14.45
19/08/2013,34.56,14.32
20/08/2013,34.55,14.43
21/08/2013,34.59,14.2
22/08/2013,34.74,14.25
23/08/2013,34.72,14.74
26/08/2013,34.72,14.54
27/08/2013,34.76,14.66
28/08/2013,34.76,14.83
29/08/2013,34.74,14.61
30/08/2013,34.76,14.59
02/09/2013,34.8,14.65
03/09/2013,34.65,14.68
04/09/2013,34.57,14.67
05/09/2013,34.48,14.84
06/09/2013,34.55,14.97
09/09/2013,34.58,15.19
10/09/2013,34.07,14.9
11/09/2013,34.27,15.08
12/09/2013,34.25,15.07
13/09/2013,34.3,15.04
16/09/2013,34.26,15.05
17/09/2013,33.95,15.03
18/09/2013,33.97,15.5
19/09/2013,34.04,15.46
20/09/2013,34.04,15.46
23/09/2013,33.99,15.45
24/09/2013,33.93,15.45
25/09/2013,33.96,15.25
26/09/2013,33.89,15.09
27/09/2013,33.93,15.02
30/09/2013,33.94,15.31
01/10/2013,34,15.29
02/10/2013,33.97,15.46
03/10/2013,33.92,15.41
04/10/2013,33.98,15.37
07/10/2013,33.96,15.39
08/10/2013,33.88,15.36
09/10/2013,33.86,15.35
10/10/2013,33.79,15.51
11/10/2013,33.78,15.51
14/10/2013,33.78,15.53
15/10/2013,33.63,15.4
16/10/2013,33.67,15.47
17/10/2013,33.61,15.55
18/10/2013,33.61,15.46
21/10/2013,33.6,15.43
22/10/2013,33.62,15.47
23/10/2013,33.64,15.37
24/10/2013,33.65,15.27
25/10/2013,33.66,15.38
28/10/2013,33.66,15.42
29/10/2013,33.5,15.36
30/10/2013,33.48,15.24
31/10/2013,33.56,15.04
01/11/2013,33.59,14.9
04/11/2013,33.6,14.96
05/11/2013,33.59,14.66
06/11/2013,33.6,14.73
07/11/2013,33.57,14.56
08/11/2013,33.63,14.53
11/11/2013,33.65,14.41
12/11/2013,33.74,14.46
13/11/2013,33.84,14.5
14/11/2013,33.93,14.63
18/11/2013,33.92,14.96
19/11/2013,34.18,15.02
20/11/2013,34.29,15.05
21/11/2013,34.46,14.94
22/11/2013,34.52,15.11
25/11/2013,34.53,15.12
26/11/2013,34.73,15.13
27/11/2013,34.89,15.05
28/11/2013,35,15.09
29/11/2013,35.02,14.99
02/12/2013,35.09,14.88
03/12/2013,35.49,14.93
04/12/2013,35.4,14.82
05/12/2013,35.58,15.06
06/12/2013,35.51,15.23
09/12/2013,35.55,15.32
10/12/2013,35.65,15.45
11/12/2013,35.73,15.25
12/12/2013,35.98,15.36
13/12/2013,36.21,15.51
16/12/2013,36.22,15.55
17/12/2013,36.44,15.7
18/12/2013,36.38,15.53
19/12/2013,36.49,15.53
20/12/2013,36.53,15.34
23/12/2013,36.55,15.48
26/12/2013,36.5,15.46
27/12/2013,36.43,15.55
30/12/2013,36.45,15.47
02/01/2014,36.43,15.24
03/01/2014,36.47,15.35
06/01/2014,36.53,15.37
07/01/2014,36.7,15.45
08/01/2014,36.58,15.31
09/01/2014,36.68,15.3
10/01/2014,36.58,15.47
13/01/2014,36.59,15.54
14/01/2014,36.61,15.54
15/01/2014,36.61,15.54
16/01/2014,36.64,15.51
17/01/2014,36.67,15.61
20/01/2014,36.66,15.67
21/01/2014,36.59,15.49
22/01/2014,36.7,15.49
23/01/2014,36.82,15.34
24/01/2014,36.9,15.39
27/01/2014,36.8,15.2
28/01/2014,36.36,14.98
29/01/2014,36.49,14.98
30/01/2014,36.48,15.1
31/01/2014,36.53,15.11
03/02/2014,36.54,15.01
04/02/2014,36.62,15.18
05/02/2014,36.6,15.25
06/02/2014,36.48,15.31
07/02/2014,36.43,15.31
10/02/2014,36.4,15.12
11/02/2014,36.11,15.03
12/02/2014,36.07,14.89
13/02/2014,35.81,14.88
14/02/2014,35.77,15.01
17/02/2014,35.77,14.99
18/02/2014,35.35,14.77
19/02/2014,35.46,14.82
20/02/2014,35.27,14.86
21/02/2014,35.25,14.96
24/02/2014,35.28,15.05
25/02/2014,34.49,14.75
26/02/2014,34.46,14.64
27/02/2014,34.44,14.83
28/02/2014,34.42,14.7
05/03/2014,34.4,14.84
06/03/2014,34.11,14.71
07/03/2014,34.04,14.49
10/03/2014,34.04,14.47
11/03/2014,33.69,14.26
12/03/2014,33.68,14.27
13/03/2014,33.54,14.18
14/03/2014,33.66,14.32
17/03/2014,33.69,14.34
18/03/2014,33.62,14.36
19/03/2014,33.66,14.31
20/03/2014,33.77,14.49
21/03/2014,33.76,14.53
24/03/2014,33.75,14.54
25/03/2014,33.74,14.63
26/03/2014,33.78,14.62
27/03/2014,33.84,14.93
28/03/2014,33.98,15.02
31/03/2014,33.98,14.99
01/04/2014,34.01,15.01
02/04/2014,34.11,15.01
03/04/2014,34.31,15.03
04/04/2014,34.26,15.27
07/04/2014,34.27,15.46
08/04/2014,34.68,15.73
09/04/2014,34.77,15.82
10/04/2014,34.75,15.79
11/04/2014,34.87,15.71
14/04/2014,34.89,15.74
15/04/2014,35.12,15.7
16/04/2014,35.23,15.72
17/04/2014,35.3,15.76
22/04/2014,35.33,15.76
23/04/2014,35.59,16.01
24/04/2014,35.66,16.08
25/04/2014,35.69,15.92
28/04/2014,35.67,16.02
29/04/2014,35.99,16.12
30/04/2014,35.92,16.08
02/05/2014,35.97,16.19
05/05/2014,35.98,16.01
06/05/2014,36.07,16.2
07/05/2014,36.12,16.27
08/05/2014,36.1,16.33
09/05/2014,36.15,16.31
12/05/2014,36.11,16.27
13/05/2014,36.26,16.37
14/05/2014,36.16,16.38
15/05/2014,36.46,16.41
16/05/2014,36.45,16.47
19/05/2014,36.33,16.45
20/05/2014,36.45,16.44
21/05/2014,36.51,16.53
22/05/2014,36.54,16.49
23/05/2014,36.58,16.45
26/05/2014,36.6,16.46
27/05/2014,36.68,16.37
28/05/2014,36.72,16.44
29/05/2014,36.72,16.51
30/05/2014,36.78,16.42
02/06/2014,36.83,16.21
03/06/2014,36.8,16.15
04/06/2014,36.81,16.12
05/06/2014,36.65,16.19
06/06/2014,36.68,16.32
09/06/2014,36.74,16.48
10/06/2014,36.67,16.47
11/06/2014,36.65,16.39
12/06/2014,36.63,16.4
13/06/2014,36.51,16.37
16/06/2014,36.49,16.32
17/06/2014,36.54,16.2
18/06/2014,36.48,16.36
20/06/2014,36.44,16.33
23/06/2014,36.49,16.45
24/06/2014,36.53,16.41
25/06/2014,36.62,16.6
26/06/2014,36.57,16.64
27/06/2014,36.53,16.62
30/06/2014,36.47,16.49
01/07/2014,36.23,16.43
02/07/2014,36.21,16.28
03/07/2014,36.12,16.32
04/07/2014,36.11,16.3
07/07/2014,36.11,16.23
08/07/2014,36.23,16.37
09/07/2014,36.17,16.32
10/07/2014,36.12,16.26
11/07/2014,36.12,16.26
14/07/2014,36.03,16.28
15/07/2014,35.82,16.12
16/07/2014,35.77,16.1
17/07/2014,35.84,15.93
18/07/2014,35.88,16.09
21/07/2014,35.9,16.15
22/07/2014,35.88,16.23
23/07/2014,35.74,16.1
24/07/2014,35.77,16.11
25/07/2014,35.81,16.07
28/07/2014,35.76,16.09
29/07/2014,35.82,16.06
30/07/2014,35.79,15.92
31/07/2014,35.83,15.78
